REQUESTID,DATE,LAT,LON,STATUS,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Address,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
906184,05/20/2019,37.83057947,-122.1909123,OPEN,37.830795,-122.190677,1,rooftop,6690,Girvin Dr,6690 Girvin Dr,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404600,2001,2,60014046002001,6001404600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
826697,07/15/2018,37.83062547,-122.1908556,OPEN,37.830795,-122.190677,1,rooftop,6690,Girvin Dr,6690 Girvin Dr,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404600,2001,2,60014046002001,6001404600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
828083,07/20/2018,37.83062547,-122.1908556,OPEN,37.830795,-122.190677,1,rooftop,6690,Girvin Dr,6690 Girvin Dr,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404600,2001,2,60014046002001,6001404600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
828629,07/23/2018,37.83062547,-122.1908556,OPEN,37.830795,-122.190677,1,rooftop,6690,Girvin Dr,6690 Girvin Dr,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404600,2001,2,60014046002001,6001404600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
810873,05/01/2018,37.83040311,-122.1913829,OPEN,37.830432,-122.191456,1,rooftop,6685,Girvin Dr,6685 Girvin Dr,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404600,1010,1,60014046001010,6001404600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1145612,09/08/2021,37.83031104,-122.1912464,OPEN,37.830267,-122.191442,1,rooftop,6677,Girvin Dr,6677 Girvin Dr,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404600,1010,1,60014046001010,6001404600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
823938,07/02/2018,37.8306674,-122.1912559,OPEN,37.830705,-122.191247,1,rooftop,6695,Girvin Dr,6695 Girvin Dr,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404600,1010,1,60014046001010,6001404600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
734482,05/25/2017,37.77082642,-122.2307007,OPEN,37.771269,-122.230911,0.99,rooftop,3090,Glascock St,3090 Glascock St,,,Oakland,CA,Alameda County,94601,US,Alameda,2021,6,6001,Oakland,653000,406100,3012,3,60014061003012,6001406100,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
754473,08/21/2017,37.7708254,-122.2306678,OPEN,37.771269,-122.230911,0.99,rooftop,3090,Glascock St,3090 Glascock St,,,Oakland,CA,Alameda County,94601,US,Alameda,2021,6,6001,Oakland,653000,406100,3012,3,60014061003012,6001406100,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
503226,02/13/2014,37.82547581,-122.2519715,OPEN,37.82565,-122.251901,1,rooftop,40,Glen Ave,40 Glen Ave,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404102,2001,2,60014041022001,6001404102,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1066296,11/17/2020,37.82635003,-122.2498599,OPEN,37.826143,-122.249798,1,rooftop,103,Glen Ave,103 Glen Ave,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404102,1002,1,60014041021002,6001404102,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1095095,03/08/2021,37.74871803,-122.1210417,OPEN,37.748913,-122.120947,1,rooftop,11300,Glen Manor Pl,11300 Glen Manor Pl,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409900,4017,4,60014099004017,6001409900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1076272,12/26/2020,37.74820307,-122.1207184,OPEN,37.748351,-122.120543,1,rooftop,11350,Glen Manor Pl,11350 Glen Manor Pl,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409900,4017,4,60014099004017,6001409900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
579552,04/30/2015,37.8412559,-122.2393314,OPEN,37.84132,-122.239122,1,rooftop,5528,Glenbrook Dr,5528 Glenbrook Dr,,,Oakland,CA,Alameda County,94618,US,Alameda,2021,6,6001,Oakland,653000,404300,3017,3,60014043003017,6001404300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
575568,04/07/2015,37.83760007,-122.1950245,OPEN,37.837487,-122.195194,1,rooftop,1011,Glencourt Dr,1011 Glencourt Dr,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404502,3013,3,60014045023013,6001404502,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
724628,04/10/2017,37.83801787,-122.1957645,OPEN,37.838194,-122.195831,1,rooftop,1144,Glencourt Dr,1144 Glencourt Dr,,,Oakland,CA,Alameda County,94611,US,Alameda,2021,6,6001,Oakland,653000,404502,3012,3,60014045023012,6001404502,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1082119,01/18/2021,37.81292167,-122.2195444,OPEN,37.813041,-122.219467,1,rooftop,701,Glendome Cir,701 Glendome Cir,,,Oakland,CA,Alameda County,94602,US,Alameda,2021,6,6001,Oakland,653000,405000,2000,2,60014050002000,6001405000,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
951623,10/08/2019,37.8118405,-122.2201353,OPEN,37.811919,-122.22008,1,rooftop,940,Glendome Cir,940 Glendome Cir,,,Oakland,CA,Alameda County,94602,US,Alameda,2021,6,6001,Oakland,653000,405000,1000,1,60014050001000,6001405000,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
517729,05/13/2014,37.80659934,-122.2217614,OPEN,37.806745,-122.221689,1,rooftop,1335,Glenfield Ave,1335 Glenfield Ave,,,Oakland,CA,Alameda County,94602,US,Alameda,2021,6,6001,Oakland,653000,404900,4002,4,60014049004002,6001404900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
724957,04/11/2017,37.8453465,-122.2368333,OPEN,37.845312,-122.23663,1,rooftop,5361,Golden Gate Ave,5361 Golden Gate Ave,,,Oakland,CA,Alameda County,94618,US,Alameda,2021,6,6001,Oakland,653000,404300,2000,2,60014043002000,6001404300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1106855,04/21/2021,37.84529607,-122.2367669,OPEN,37.845312,-122.23663,1,rooftop,5361,Golden Gate Ave,5361 Golden Gate Ave,,,Oakland,CA,Alameda County,94618,US,Alameda,2021,6,6001,Oakland,653000,404300,2000,2,60014043002000,6001404300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
574418,04/01/2015,37.84596361,-122.236783,OPEN,37.845921,-122.237031,1,rooftop,5425,Golden Gate Ave,5425 Golden Gate Ave,,,Oakland,CA,Alameda County,94618,US,Alameda,2021,6,6001,Oakland,653000,404300,1013,1,60014043001013,6001404300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
457872,04/29/2013,37.76241605,-122.1629709,OPEN,37.762539,-122.162726,1,rooftop,8300,Golf Links Rd,8300 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409800,1011,1,60014098001011,6001409800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1186483,02/14/2022,37.75458561,-122.1525034,OPEN,37.754453,-122.152661,1,rooftop,9607,Golf Links Rd,9607 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409800,2005,2,60014098002005,6001409800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1014158,05/31/2020,37.75635232,-122.153869,OPEN,37.756395,-122.153627,1,rooftop,9232,Golf Links Rd,9232 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409800,3010,3,60014098003010,6001409800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
458998,05/04/2013,37.75444311,-122.1522956,OPEN,37.754312,-122.152536,1,rooftop,9617,Golf Links Rd,9617 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409800,2005,2,60014098002005,6001409800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1033536,08/04/2020,37.758257,-122.1547822,OPEN,37.758185,-122.155004,1,rooftop,8954,Golf Links Rd,8954 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409800,3010,3,60014098003010,6001409800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
606555,09/23/2015,37.76154616,-122.1588875,OPEN,37.761406,-122.159099,1,rooftop,8465,Golf Links Rd,8465 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409800,2000,2,60014098002000,6001409800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1089742,02/16/2021,37.75413504,-122.1487268,OPEN,37.754348,-122.148995,0.99,rooftop,9844,Golf Links Rd,9844 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409900,2010,2,60014099002010,6001409900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
897907,04/22/2019,37.7533504,-122.1502008,OPEN,37.753659,-122.150396,0.99,rooftop,9750,Golf Links Rd,9750 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409900,2005,2,60014099002005,6001409900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1094149,03/04/2021,37.7533504,-122.1502008,OPEN,37.753659,-122.150396,0.99,rooftop,9750,Golf Links Rd,9750 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409900,2005,2,60014099002005,6001409900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
563635,01/27/2015,37.75428995,-122.1272747,OPEN,37.754236,-122.126889,0.99,rooftop,10800,Golf Links Rd,10800 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409900,4004,4,60014099004004,6001409900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
594951,07/27/2015,37.75336841,-122.1501668,OPEN,37.753659,-122.150396,0.99,rooftop,9750,Golf Links Rd,9750 Golf Links Rd,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409900,2005,2,60014099002005,6001409900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1073631,12/14/2020,37.80789209,-122.3043402,OPEN,37.807976,-122.304349,1,rooftop,1827,Goss St,1827 Goss St,,,Oakland,CA,Alameda County,94607,US,Alameda,2021,6,6001,Oakland,653000,401700,1001,1,60014017001001,6001401700,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1073633,12/14/2020,37.80797306,-122.3043507,OPEN,37.807976,-122.304349,1,rooftop,1827,Goss St,1827 Goss St,,,Oakland,CA,Alameda County,94607,US,Alameda,2021,6,6001,Oakland,653000,401700,1001,1,60014017001001,6001401700,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
563691,01/27/2015,37.73998208,-122.1771498,OPEN,37.739765,-122.177194,1,rooftop,9901,Gould St,9901 Gould St,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,3002,3,60014093003002,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
632441,02/03/2016,37.7396051,-122.1765522,OPEN,37.739741,-122.176351,1,rooftop,9936,Gould St,9936 Gould St,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,3002,3,60014093003002,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
766925,10/17/2017,37.75763578,-122.1497304,OPEN,37.757578,-122.149487,1,rooftop,9500,Granada Ave,9500 Granada Ave,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,409800,1002,1,60014098001002,6001409800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1196085,03/27/2022,37.81103988,-122.262958,OPEN,37.811326,-122.262938,1,rooftop,180,Grand Ave,180 Grand Ave,,,Oakland,CA,Alameda County,94612,US,Alameda,2021,6,6001,Oakland,653000,403501,4016,4,60014035014016,6001403501,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
582998,05/21/2015,37.81179698,-122.2641856,OPEN,37.811722,-122.264402,1,rooftop,120,Grand Ave,120 Grand Ave,,,Oakland,CA,Alameda County,94612,US,Alameda,2021,6,6001,Oakland,653000,403501,4017,4,60014035014017,6001403501,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1188028,02/21/2022,37.80974785,-122.2591616,OPEN,37.809921,-122.258968,1,rooftop,246,Grand Ave,246 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403701,2000,2,60014037012000,6001403701,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
701592,01/03/2017,37.81169388,-122.2638764,OPEN,37.811507,-122.264025,1,rooftop,146,Grand Ave,146 Grand Ave,,,Oakland,CA,Alameda County,94612,US,Alameda,2021,6,6001,Oakland,653000,403501,4016,4,60014035014016,6001403501,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
513885,04/20/2014,37.81192732,-122.2646226,OPEN,37.811756,-122.264607,1,rooftop,120,Grand Ave,120 Grand Ave,,,Oakland,CA,Alameda County,94612,US,Alameda,2021,6,6001,Oakland,653000,403501,4017,4,60014035014017,6001403501,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1193265,03/15/2022,37.81427394,-122.2460361,OPEN,37.814203,-122.245821,1,rooftop,3500,Grand Ave,3500 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403800,4012,4,60014038004012,6001403800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1148336,09/18/2021,37.80899378,-122.2554299,OPEN,37.809222,-122.255376,1,rooftop,362,Grand Ave,362 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403702,2002,2,60014037022002,6001403702,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
879139,02/18/2019,37.80995947,-122.2593787,OPEN,37.810209,-122.25942,1,rooftop,240,Grand Ave,240 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403701,2001,2,60014037012001,6001403701,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
805694,04/06/2018,37.80889001,-122.254662,OPEN,37.809167,-122.254705,1,rooftop,378,Grand Ave,378 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403702,2002,2,60014037022002,6001403702,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
735203,05/28/2017,37.81638995,-122.2454355,OPEN,37.816399,-122.245124,1,rooftop,3700,Grand Ave,3700 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403800,4006,4,60014038004006,6001403800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1157364,10/21/2021,37.80849201,-122.253569,OPEN,37.80842,-122.253467,1,rooftop,411,Grand Ave,411 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403702,2008,2,60014037022008,6001403702,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
881228,02/25/2019,37.80817505,-122.2527452,OPEN,37.808388,-122.253013,0.99,rooftop,439,Grand Ave,439 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403702,2008,2,60014037022008,6001403702,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
841250,09/19/2018,37.81119504,-122.2605968,OPEN,37.810924,-122.260782,0.99,rooftop,210,Grand Ave,210 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403701,1004,1,60014037011004,6001403701,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
734164,05/23/2017,37.82818104,-122.2444167,OPEN,37.828053,-122.24431,1,rooftop,1695,Grand Ave,1695 Grand Ave,,,Piedmont,CA,Alameda County,94611,US,Alameda,2021,6,6001,Piedmont,656938,426200,1020,1,60014262001020,6001426200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
735235,05/28/2017,37.82818104,-122.2444167,OPEN,37.828053,-122.24431,1,rooftop,1695,Grand Ave,1695 Grand Ave,,,Piedmont,CA,Alameda County,94611,US,Alameda,2021,6,6001,Piedmont,656938,426200,1020,1,60014262001020,6001426200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
738272,06/12/2017,37.82818104,-122.2444167,OPEN,37.828053,-122.24431,1,rooftop,1695,Grand Ave,1695 Grand Ave,,,Piedmont,CA,Alameda County,94611,US,Alameda,2021,6,6001,Piedmont,656938,426200,1020,1,60014262001020,6001426200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1179292,01/18/2022,37.80982079,-122.2593955,OPEN,37.809921,-122.258968,0.99,rooftop,246,Grand Ave,246 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403701,2000,2,60014037012000,6001403701,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1180942,01/24/2022,37.80982079,-122.2593955,OPEN,37.809921,-122.258968,0.99,rooftop,246,Grand Ave,246 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403701,2000,2,60014037012000,6001403701,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1192389,03/11/2022,37.80980504,-122.2593868,OPEN,37.809921,-122.258968,0.99,rooftop,246,Grand Ave,246 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403701,2000,2,60014037012000,6001403701,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1092171,02/25/2021,37.80931504,-122.2584468,OPEN,37.809565,-122.258141,0.99,rooftop,270,Grand Ave,270 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403701,2002,2,60014037012002,6001403701,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
572136,03/18/2015,37.80883775,-122.2537764,OPEN,37.809007,-122.254004,1,rooftop,398,Grand Ave,398 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403702,2002,2,60014037022002,6001403702,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1183299,02/01/2022,37.81425342,-122.2462274,OPEN,37.814418,-122.246527,1,rooftop,3429,Grand Ave,3429 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403900,2005,2,60014039002005,6001403900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1186558,02/14/2022,37.81423504,-122.2462268,OPEN,37.814322,-122.246585,0.99,rooftop,3425,Grand Ave,3425 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403900,2005,2,60014039002005,6001403900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1188534,02/23/2022,37.81423504,-122.2462268,OPEN,37.814322,-122.246585,0.99,rooftop,3425,Grand Ave,3425 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403900,2005,2,60014039002005,6001403900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1193283,03/15/2022,37.81423504,-122.2462268,OPEN,37.814322,-122.246585,0.99,rooftop,3425,Grand Ave,3425 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403900,2005,2,60014039002005,6001403900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1194951,03/22/2022,37.81148504,-122.2667068,OPEN,37.811274,-122.266574,1,rooftop,9,Grand Ave,9 Grand Ave,,,Oakland,CA,Alameda County,94612,US,Alameda,2021,6,6001,Oakland,653000,402900,1002,1,60014029001002,6001402900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
734823,05/26/2017,37.81634843,-122.2454925,OPEN,37.81641,-122.245851,0.99,rooftop,3675,Grand Ave,3675 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403900,2000,2,60014039002000,6001403900,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
922210,07/08/2019,37.81630504,-122.2454868,OPEN,37.816399,-122.245124,0.99,rooftop,3700,Grand Ave,3700 Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda,2021,6,6001,Oakland,653000,403800,4006,4,60014038004006,6001403800,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
856330,11/28/2018,37.79034651,-122.2276517,OPEN,37.790213,-122.227632,1,rooftop,2412,Grande Vista Ave,2412 Grande Vista Ave,,,Oakland,CA,Alameda County,94601,US,Alameda,2021,6,6001,Oakland,653000,406300,3003,3,60014063003003,6001406300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
