REQUESTID,DATE,LAT,LON,STATUS,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Address,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
1201906,04/20/2022,37.74012302,-122.174134,OPEN,37.739915,-122.174026,1,rooftop,1100,100th Ave,1100 100th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,3003,3,60014093003003,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
506009,03/04/2014,37.74382497,-122.1624181,OPEN,37.743969,-122.16252,1,rooftop,1917,101st Ave,1917 101st Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,1001,1,60014104001001,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1188099,02/22/2022,37.7439487,-122.1614673,OPEN,37.743812,-122.161354,1,rooftop,2012,101st Ave,2012 101st Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,1002,1,60014104001002,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1192841,03/14/2022,37.7439487,-122.1614673,OPEN,37.743812,-122.161354,1,rooftop,2012,101st Ave,2012 101st Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,1002,1,60014104001002,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1192658,03/12/2022,37.74402225,-122.1611938,OPEN,37.743875,-122.161107,1,rooftop,2024,101st Ave,2024 101st Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,1002,1,60014104001002,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
936759,08/20/2019,37.743903,-122.16096,OPEN,37.74391,-122.16097,1,rooftop,2028,101st Ave,2028 101st Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,1002,1,60014104001002,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1166902,11/26/2021,37.73810004,-122.1726249,OPEN,37.737899,-122.172499,1,rooftop,1042,103rd Ave,1042 103rd Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,3016,3,60014093003016,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
931543,08/05/2019,37.74208939,-122.163251,OPEN,37.742257,-122.163314,1,rooftop,1819,103rd Ave,1819 103rd Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,3006,3,60014104003006,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
723480,04/05/2017,37.73947718,-122.1679738,OPEN,37.73966,-122.16805,1,rooftop,1357,104th Ave,1357 104th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,2001,2,60014093002001,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1179497,01/19/2022,37.74209916,-122.1596689,OPEN,37.741837,-122.159713,1,rooftop,2048,104th Ave,2048 104th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,1009,1,60014104001009,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1153693,10/07/2021,37.74053924,-122.1665904,OPEN,37.740719,-122.166698,1,rooftop,1437,104th Ave,1437 104th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,3010,3,60014104003010,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1159973,10/29/2021,37.74048491,-122.166335,OPEN,37.740333,-122.166229,1,rooftop,1446,104th Ave,1446 104th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,3008,3,60014104003008,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1166580,11/24/2021,37.74081223,-122.1654247,OPEN,37.741001,-122.165494,1,rooftop,1621,104th Ave,1621 104th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,3013,3,60014104003013,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1183156,02/01/2022,37.74130046,-122.1633096,OPEN,37.741476,-122.163456,1,rooftop,1753,104th Ave,1753 104th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,3007,3,60014104003007,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1194957,03/22/2022,37.74133768,-122.1631481,OPEN,37.741515,-122.16329,1,rooftop,1801,104th Ave,1801 104th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,3007,3,60014104003007,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1134033,07/29/2021,37.7417457,-122.1614513,OPEN,37.741934,-122.161501,1,rooftop,1931,104th Ave,1931 104th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,1007,1,60014104001007,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1184651,02/07/2022,37.74176004,-122.1608308,OPEN,37.741594,-122.160666,1,rooftop,2000,104th Ave,2000 104th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,1009,1,60014104001009,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1024765,07/09/2020,37.7355855,-122.1744768,OPEN,37.73546,-122.174187,1,rooftop,912,105th Ave,912 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4000,4,60014093004000,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1188535,02/23/2022,37.74112504,-122.1605768,OPEN,37.74127,-122.160709,1,rooftop,1951,105th Ave,1951 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,1009,1,60014104001009,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1133778,07/28/2021,37.73453504,-122.1765768,OPEN,37.734335,-122.176634,1,rooftop,780,105th Ave,780 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4011,4,60014093004011,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1174610,12/30/2021,37.7276238,-122.1813568,OPEN,37.727602,-122.181232,1,rooftop,346,105th Ave,346 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409200,2003,2,60014092002003,6001409200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1178071,01/13/2022,37.7265005,-122.1819729,OPEN,37.726583,-122.181674,1,rooftop,328,105th Ave,328 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409200,2003,2,60014092002003,6001409200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
849153,10/24/2018,37.73149771,-122.1795342,OPEN,37.731474,-122.17926,1,rooftop,518,105th Ave,518 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409200,2003,2,60014092002003,6001409200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1027447,07/16/2020,37.7330292,-122.178711,OPEN,37.733185,-122.178824,1,rooftop,587,105th Ave,587 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409200,2002,2,60014092002002,6001409200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1102961,04/07/2021,37.73311031,-122.1785353,OPEN,37.733055,-122.178311,1,rooftop,580,105th Ave,580 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409200,1005,1,60014092001005,6001409200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
928606,07/26/2019,37.73406809,-122.1771238,OPEN,37.734425,-122.177101,0.99,rooftop,765,105th Ave,765 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,3025,3,60014093003025,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1196139,03/28/2022,37.73406809,-122.1771238,OPEN,37.734425,-122.177101,0.99,rooftop,765,105th Ave,765 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,3025,3,60014093003025,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
878588,02/18/2019,37.73461733,-122.1763819,OPEN,37.734611,-122.176318,1,rooftop,812,105th Ave,812 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4010,4,60014093004010,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
878592,02/18/2019,37.73461733,-122.1763819,OPEN,37.734611,-122.176318,1,rooftop,812,105th Ave,812 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4010,4,60014093004010,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
878604,02/18/2019,37.73461733,-122.1763819,OPEN,37.734611,-122.176318,1,rooftop,812,105th Ave,812 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4010,4,60014093004010,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
878614,02/18/2019,37.73461733,-122.1763819,OPEN,37.734611,-122.176318,1,rooftop,812,105th Ave,812 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4010,4,60014093004010,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
878629,02/18/2019,37.73461733,-122.1763819,OPEN,37.734611,-122.176318,1,rooftop,812,105th Ave,812 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4010,4,60014093004010,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
878640,02/18/2019,37.73461733,-122.1763819,OPEN,37.734611,-122.176318,1,rooftop,812,105th Ave,812 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4010,4,60014093004010,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
878650,02/18/2019,37.73461733,-122.1763819,OPEN,37.734611,-122.176318,1,rooftop,812,105th Ave,812 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4010,4,60014093004010,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
879532,02/19/2019,37.73461733,-122.1763819,OPEN,37.734611,-122.176318,1,rooftop,812,105th Ave,812 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4010,4,60014093004010,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
881759,02/27/2019,37.73529934,-122.1751346,OPEN,37.735065,-122.175222,1,rooftop,876,105th Ave,876 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4009,4,60014093004009,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
980168,01/22/2020,37.73529934,-122.1751346,OPEN,37.735065,-122.175222,1,rooftop,876,105th Ave,876 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4009,4,60014093004009,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1074231,12/16/2020,37.73531708,-122.1743631,OPEN,37.73546,-122.174187,1,rooftop,912,105th Ave,912 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4000,4,60014093004000,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1110284,05/04/2021,37.73532504,-122.1750468,OPEN,37.735065,-122.175222,0.99,rooftop,876,105th Ave,876 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4009,4,60014093004009,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1112523,05/12/2021,37.73532504,-122.1750468,OPEN,37.735065,-122.175222,0.99,rooftop,876,105th Ave,876 105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4009,4,60014093004009,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1139716,08/18/2021,37.74149546,-122.1569678,OPEN,37.741282,-122.157157,1,rooftop,2174,106th Ave,2174 106th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,2000,2,60014104002000,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1155865,10/15/2021,37.74149546,-122.1569678,OPEN,37.741282,-122.157157,1,rooftop,2174,106th Ave,2174 106th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,2000,2,60014104002000,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
885259,03/11/2019,37.7371826,-122.1694507,OPEN,37.737295,-122.169567,1,rooftop,1243,106th Ave,1243 106th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,2014,2,60014093002014,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1069319,11/25/2020,37.74064953,-122.1597575,OPEN,37.740562,-122.159807,1,rooftop,2000,106th Ave,2000 106th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,2005,2,60014104002005,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1179913,01/20/2022,37.74584838,-122.1476147,OPEN,37.746012,-122.147748,1,rooftop,2987,106th Ave,2987 106th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,410000,3001,3,60014100003001,6001410000,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1159503,10/27/2021,37.74583403,-122.1474129,OPEN,37.745674,-122.147303,1,rooftop,2990,106th Ave,2990 106th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,410000,2023,2,60014100002023,6001410000,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1196965,03/30/2022,37.74607299,-122.147602,OPEN,37.74609,-122.147578,1,rooftop,2993,106th Ave,2993 106th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda,2021,6,6001,Oakland,653000,410000,2022,2,60014100002022,6001410000,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
723063,04/04/2017,37.73502339,-122.1739438,OPEN,37.734941,-122.173714,1,rooftop,900,106th Ave,900 106th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4005,4,60014093004005,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1200014,04/12/2022,37.73531095,-122.1719018,OPEN,37.73539,-122.172089,1,rooftop,975,107th Ave,975 107th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4005,4,60014093004005,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1133073,07/26/2021,37.73453504,-122.1733468,OPEN,37.734693,-122.173371,1,rooftop,905,107th Ave,905 107th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4005,4,60014093004005,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1162862,11/08/2021,37.73453105,-122.173362,OPEN,37.734693,-122.173371,1,rooftop,905,107th Ave,905 107th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4005,4,60014093004005,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1056239,10/13/2020,37.7405852,-122.1577755,OPEN,37.740719,-122.157871,1,rooftop,2127,107th Ave,2127 107th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,2000,2,60014104002000,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1029065,07/21/2020,37.73277781,-122.1751629,OPEN,37.732599,-122.175054,1,rooftop,764,107th Ave,764 107th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4013,4,60014093004013,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1166835,11/26/2021,37.73514054,-122.1721262,OPEN,37.735293,-122.172211,1,rooftop,967,107th Ave,967 107th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,409300,4005,4,60014093004005,6001409300,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1160076,10/29/2021,37.73978405,-122.1575673,OPEN,37.739649,-122.157522,1,rooftop,2108,108th Ave,2108 108th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410400,2004,2,60014104002004,6001410400,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
420137,08/03/2012,37.74147797,-122.1516724,OPEN,37.741326,-122.151486,1,rooftop,2500,108th Ave,2500 108th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda,2021,6,6001,Oakland,653000,410200,3008,3,60014102003008,6001410200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1089142,02/13/2021,37.7937993,-122.2471118,OPEN,37.793661,-122.247027,1,rooftop,1646,10th Ave,1646 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405402,1006,1,60014054021006,6001405402,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
520091,05/27/2014,37.79853547,-122.2402023,OPEN,37.798691,-122.239984,1,rooftop,2410,10th Ave,2410 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405600,2005,2,60014056002005,6001405600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1177044,01/09/2022,37.79485558,-122.2458625,OPEN,37.794978,-122.246052,1,rooftop,1805,10th Ave,1805 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405402,2001,2,60014054022001,6001405402,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1189643,02/28/2022,37.79490302,-122.245281,OPEN,37.794881,-122.245209,1,rooftop,1830,10th Ave,1830 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405402,2002,2,60014054022002,6001405402,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
801876,03/18/2018,37.79622371,-122.2437576,OPEN,37.796052,-122.243562,1,rooftop,2020,10th Ave,2020 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405500,2006,2,60014055002006,6001405500,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
745486,07/13/2017,37.79938038,-122.2393275,OPEN,37.79919,-122.239153,1,rooftop,2514,10th Ave,2514 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405600,2005,2,60014056002005,6001405600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
846854,10/14/2018,37.80039503,-122.238113,OPEN,37.800557,-122.238317,1,rooftop,2711,10th Ave,2711 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405600,3007,3,60014056003007,6001405600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
845216,10/06/2018,37.79985666,-122.2384853,OPEN,37.799557,-122.238636,0.99,rooftop,2542,10th Ave,2542 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405600,2005,2,60014056002005,6001405600,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1074381,12/16/2020,37.79409504,-122.2469868,OPEN,37.794276,-122.246942,1,rooftop,1701,10th Ave,1701 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405402,1000,1,60014054021000,6001405402,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
588357,06/23/2015,37.79668901,-122.2432095,OPEN,37.796945,-122.243262,1,rooftop,2101,10th Ave,2101 10th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda,2021,6,6001,Oakland,653000,405500,2004,2,60014055002004,6001405500,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
1179080,01/17/2022,37.79967504,-122.2681368,OPEN,37.799394,-122.26807,1,rooftop,247,10th St,247 10th St,,,Oakland,CA,Alameda County,94607,US,Alameda,2021,6,6001,Oakland,653000,403301,1007,1,60014033011007,6001403301,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
862026,12/27/2018,37.80814504,-122.2939068,OPEN,37.808337,-122.293711,1,rooftop,1448,10th St,1448 10th St,,,Oakland,CA,Alameda County,94607,US,Alameda,2021,6,6001,Oakland,653000,402200,1018,1,60014022001018,6001402200,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
